Time (s),Wind Speed (m/s),Load Variation (MW),Frequency Deviation (Hz),Battery SOC (%)
337,13.545041734516452,99.95481202481554,1.865965028374113,55.43940600139872
339,13.669386445152163,99.09656942286726,1.8421641848567707,59.2296837158372
344,12.735365506848924,98.0826280086616,1.834332563983457,57.330365071711306
346,13.783615970417502,98.70332791686742,1.846537746177223,54.53928792034926
347,13.964399694474336,100.72675072786576,1.8692035054718903,58.21108655834036
349,14.02390571908842,97.36358151060716,1.8165561972915776,58.56127643330987
350,13.790427769849492,97.66390375154026,1.8235276074488176,57.12122295626596
351,14.175571556203948,97.554441505382,1.815244046458132,57.21902967060013
353,13.60957583381987,99.39217609344,1.854626694901913,54.81177437089557
354,14.218763002350876,99.3902710208074,1.8419438924531568,55.13853630827492
360,13.233909372585671,97.0141871200018,1.8109275883262688,58.83151079297707
366,14.428355918703842,96.14012936366936,1.7760382965315822,57.99971913722028
367,13.845488098201322,97.71962649747972,1.8144283718761811,57.91547441405547
371,14.406666909938629,96.9580495891156,1.7830405159038252,55.31569315658216
372,14.0779065495347,95.98078834526169,1.7775738294235783,54.57966177606138
373,13.379681408605794,97.79752940475193,1.820311024791749,55.64965655846369
375,13.9268566849898,98.2750294300468,1.8177942853504916,53.98280527453933
376,14.527495988481729,97.45436869135746,1.806421087741433,54.92377262875322
378,14.146741497177803,95.6957494493336,1.780886543131027,60.01284944253968
379,14.19725376435902,95.31531054150152,1.769012544835322,54.4414031453256
380,14.020238113185703,97.4906331411564,1.8045245511305843,54.925138284262815
381,14.58790701652679,97.2811937476355,1.8002284706405514,55.31823561843983
385,14.472536680711103,96.40135123329026,1.779943615269442,57.93679861998201
387,13.79210512925222,97.15837040235829,1.804131598996486,55.26015929800625
388,13.867108327274911,96.25433555443628,1.7890056283253344,56.99623832986936
393,13.66913064043542,98.30674739369418,1.8305098151911168,56.27411954020288
394,14.028174433806916,96.43176357457791,1.780375716861062,54.44745332373715
397,14.10354994520162,95.05720661242609,1.7567304897489189,58.31988519910211
400,13.67434119509641,95.37234709015956,1.7663131159547518,57.74616832812016
401,14.41916712404192,96.05450768658204,1.7740549126107616,54.48030485518015
402,14.132173783094643,96.84831926149832,1.7889309692286286,56.60622585432444
403,13.711431009950156,94.25096646245932,1.7586741910362151,56.33231825130878
408,13.65977165437128,99.31592903279764,1.8477692213448005,60.925320517699376
409,14.148833607586717,94.99254080388762,1.7571063966715552,54.84014877574439
410,13.321431794279118,97.10338541097585,1.793773081403641,53.8559608406498
411,13.58219250486966,94.86184917485724,1.7611778961599565,60.61231283014558
414,13.388452155079964,94.03847107579796,1.7435053683113697,60.71753279048676
415,13.331904106144377,97.5088279248589,1.8103977638766489,60.4460508455301
416,14.327282281818686,93.9722134208722,1.7461894395971722,56.12781754100408
418,13.128399499144122,94.97802988587992,1.7782595012848648,60.14668678489825
420,13.996293634647492,95.14424379572274,1.75757072277154,57.24059654545416
421,14.23984701574914,93.36178738881694,1.7234193505502535,56.58470401439966
422,14.661820810843167,95.2681526198652,1.7541790141894935,54.56565240442946
425,13.854679255982546,96.39193996750753,1.787082527798269,58.13828615524838
426,13.014824138842451,95.91929568315692,1.790621792115262,56.636812085826335
427,13.4886094201728,96.1466249486107,1.7953957347977691,56.38935544766351
428,12.97895150539474,95.70003547144816,1.7837022983470123,56.0303258597299
429,14.29379218824936,94.76460664769806,1.7503259388940282,56.50765171548898
430,13.95926081019109,95.49684882848078,1.7731571712561311,55.5367999761493
432,12.62340024803383,94.27145515900892,1.7614467466988917,58.49040042595093
433,13.510368625583617,96.5980418832762,1.797593945239584,57.551501211154005
434,14.21108636634442,96.5335249095609,1.7865823195869952,55.7040629019138
435,13.454038889284762,96.43635947968292,1.8006419559578055,57.3561290620194
437,13.42593086552134,94.16957996162807,1.7481258159639703,56.17316091419237
438,12.867539603946208,96.24983936837198,1.7975690212856177,55.89130099000232
439,14.014152061781765,96.27364871326978,1.788113194713879,56.99793642764534
440,13.115915699780276,96.23506004131312,1.7936814811830024,57.87341428035422
443,13.988066521983802,93.94643118009408,1.7320104961306273,59.94092289377673
445,13.454598082189897,96.04590121421084,1.7779296339482606,58.40746199698856
447,13.19688603055718,94.86877079640564,1.7624363194734396,58.385682585120094
449,14.108875117298822,94.95126710391992,1.7618463273357996,58.07485196987248
450,13.443380445096365,95.6289751601506,1.77928427778069,61.052124732123424
452,13.955013529225903,96.69036094316498,1.7887179309300842,55.46628861188599
453,13.577792112058034,95.83012348682765,1.7752031701809432,57.1600715457442
455,13.788215514220097,94.33200448639218,1.7562623956971049,56.26490014109549
457,13.02920068528504,93.45869551372468,1.7311365197201722,57.91489648540763
461,13.54909396497444,94.24761733556328,1.7524249053137324,57.59823199388241
462,11.827644276751643,94.65390597655052,1.7702489788423073,58.01528948029879
463,13.898813555985628,96.9652140227264,1.8012361686207383,59.23463675573719
465,13.92969797184594,93.87740136923384,1.7341785270688488,61.58891806301008
467,13.486977565387376,94.22773964302982,1.7459464678551169,58.97539813686596
468,13.378625160994448,94.56392213407794,1.7673859718634497,51.44405471228725
469,13.701193205419736,95.0755365219805,1.756558409024502,59.94999306160101
471,13.720382611859868,94.77932715429694,1.7596698229032224,60.226162804414514
472,13.302399147947227,94.33916167003274,1.7518193612363513,58.07871141286485
473,13.480719769106734,94.95783962092824,1.7643226410396875,59.74375026126544
474,12.5232214106625,94.6923904440853,1.772643597028439,56.250909805379
476,13.640540542269118,94.88528807640664,1.755224773134991,58.09190164728701
477,12.87594329947722,95.60804167160624,1.7867659917625287,58.119548917673264
478,12.939060992117328,94.17634866307516,1.7566584041465287,55.523383023805046
479,13.801122276923662,94.70319184955716,1.7562333492446007,57.97342645584227
480,14.384082309253756,97.15102371281915,1.7906895274481074,61.73851931880549
483,13.310708092579269,95.24101669019204,1.7705030750236168,55.09445584876996
485,12.829285911119571,94.461558945753,1.779258391447475,55.1644695792646
486,13.56771218818906,96.86074603231512,1.798854775605936,60.914776258335856
487,13.974909082828251,96.1430398370794,1.78780143198976,56.203831065889744
491,13.483696608076832,95.96706300493942,1.7780466023870884,57.572552108008665
494,13.648963454917348,95.89269191366344,1.7803102497044188,62.01191395484084
495,13.601735227700589,96.41991447718856,1.793441524667359,54.622121166464126
496,13.49778144791265,95.17611929946086,1.7681767176996237,53.507083334845305
497,14.202452984588902,94.25577045135428,1.7407218831359026,56.00701864494332
500,13.459637163870434,93.96530147564197,1.7442622943556092,58.66884977864464
501,13.459154379765264,94.340967550993,1.74670921258963,58.52435365540117
503,12.55466794312351,95.07013690249424,1.7724488544826955,57.846891376985006
505,13.718530050944436,97.01407214582586,1.8040012039955515,59.03066307765447
506,12.362969402667163,96.32854394825748,1.807232103875967,60.31204478924826
507,13.219392320596134,93.97671617112724,1.752905366289395,56.65658832650549
509,12.17916481227747,96.45830585624016,1.812326484029107,60.12098857020528
510,13.297028618522605,95.9886442095195,1.7864664068789309,58.58569507113214
511,13.511593370141854,95.42903901188924,1.77515182588121,59.97963739420722
513,13.650182438580227,95.74495384657702,1.776757954324052,58.59153207222074
518,13.26003042894708,96.01118563646614,1.7869535901964548,58.94097321352639
524,13.567812476944956,97.56036039273845,1.8216540579483544,57.4933034230092
527,13.23036043891598,97.0539259737816,1.809576690660112,59.96403481537987
528,12.89410863410325,94.1144226084234,1.7459686245628938,54.705825248242725
530,12.7245941368378,97.28395587305852,1.8127924972551803,57.697970186183575
532,13.18261764467078,96.44437973322005,1.7981653041053598,56.33879120402367
533,12.61217764853471,95.29252643706032,1.7893455169362436,61.72210160159264
534,12.997401719411677,95.52841779609236,1.7760503826192249,60.6237825683422
535,12.980479516219017,97.34188192326792,1.8151225354193024,60.59437028613766
538,12.80841424249218,94.49241874160764,1.7575452032327954,59.88964562196109
540,13.418469991524692,95.8457690880324,1.7835286192275486,58.85977353527698
543,13.00890256367169,95.92380381221604,1.7918724744136436,58.1224285963785
544,13.369031908076206,96.70404955241318,1.793986858602617,54.57533005955566
547,12.361382168872591,96.10331090110556,1.8026529755654628,60.14055944300823
548,11.790950702246445,95.81434109291784,1.8023394984512344,61.25001244672216
549,13.0604339711002,95.22339724523992,1.7723403863039355,59.14591607512264
550,13.611570582686802,94.82985775504798,1.7579359012767766,58.417816999439225
551,12.337694285978786,96.17317406536118,1.8063954712382475,61.08116481163056
553,13.20132138853936,97.5890406487604,1.8188485892184916,59.56234749219559
554,12.998491135286724,96.73531820501476,1.8062758710759876,54.215357124384816
555,12.53241378077942,97.00393408694056,1.8111898913090276,56.18790003159816
558,12.934985946613065,98.56808394521792,1.8464082927715972,61.52222851272415
561,13.407184036473598,96.35088775278066,1.795843431749259,58.335561801311584
563,12.619380494927391,96.61138999499995,1.8103261562847184,55.62737351606564
564,11.984231020966895,96.25163613457636,1.8049868476738653,56.85704584790434
565,12.180183208093512,94.80558423115968,1.7717025258772974,58.39035983815489
567,11.55056407181708,96.24862178827416,1.8062389621126385,59.076995312193226
568,13.042496626048926,99.18842346664752,1.8538574311298197,56.902387904522
573,12.348732293823357,97.44024994888932,1.8234831721198024,57.36399449775355
576,12.595694968757895,97.23027956132368,1.816468348871255,55.91377782538544
577,11.910980856017291,95.37401832211344,1.7804912050281214,60.48665052005615
579,12.059449989011211,96.094608595037,1.7990480827761803,57.51162920152194
582,12.426309842601873,99.57422125412992,1.8671253469911464,57.49097157317608
584,11.35416548037138,97.79567851761514,1.8425258839374832,57.42419025236019
585,12.344257725018162,96.76128354646688,1.8081985425656897,59.23250066776339
586,11.259977537993883,98.07828980254511,1.847948115703365,61.599160141876
588,12.248285395889718,95.92445949296926,1.795837651363062,60.805228705825776
589,12.196081063707982,96.42382002725472,1.807771381487523,58.66891261478105
590,12.545637167022589,99.0161455659747,1.8560805247710468,60.03420204303062
591,11.483460706238342,99.0497350944788,1.8685297202802968,59.19593490891988
592,13.05249700476856,96.41674255279948,1.7986866907988934,61.61082761739845
594,12.304621042857836,97.84617277549069,1.8237158997423664,57.669727263882784
598,12.365796719486664,98.29783116008018,1.8441092904307408,58.1276446942644
599,11.746925985855317,98.07483626288231,1.8509472437030767,58.39719221779365
601,12.15704446921158,97.10682269509284,1.8200121534391864,55.31279583125952
603,13.000431079599895,99.70105598381922,1.857822790814403,58.01976668244976
604,12.542583907905094,97.0821215988144,1.8152453317250783,60.61378965158988
605,12.429705404759156,99.19087635771116,1.8496862973133708,56.650396114184254
611,11.960754827681392,97.88526270742474,1.837932045762296,61.08121592594689
613,11.864323751729266,100.6007117366137,1.8896505156219416,60.76863237045569
616,12.214693551097405,100.36437453042308,1.8881451264777744,57.02172147081346
617,12.607065763497252,98.92212339851685,1.8510702857237595,61.98805882874207
618,12.001518772798674,99.35907012227048,1.8702232607688587,56.907166876599575
620,11.31563723558476,100.14944495338722,1.889458295072874,56.92120471906017
621,13.023734295059535,99.57539498888116,1.8602419342457288,61.36441267525926
622,11.589373534433278,98.90189840269252,1.8608556755887256,57.878367376081165
623,12.43992246895333,99.40291066952118,1.872944201107364,61.73877464564884
624,11.057335298536987,98.28120065800172,1.857243401885871,61.70334033295751
625,11.361516403500032,98.37809041242063,1.857098002687445,63.2653338162306
626,12.794327151184044,98.8924007178902,1.849246887327864,61.56161712273131
627,12.475522623162371,100.14486324058286,1.877589619423195,62.02221084838741
633,10.99006494022065,98.94905519933292,1.8704038620007075,61.50798897021853
637,12.268992087655269,101.78621633555488,1.9130337910908,61.936282659809024
640,11.370438758967602,101.64948054126096,1.9161913738105023,60.25669529085652
641,11.312671799516824,100.551011062687,1.9031701841723692,61.57715098480439
642,11.63543001494936,100.49451286028156,1.8849554816735363,60.29038839607497
647,12.361466910219402,100.01993991553752,1.8790992711120345,57.52168689531239
648,12.56038154581543,101.36935757415256,1.90203480280035,59.61557407803191
652,11.86201116664359,101.76167075952576,1.920520293742308,60.03911819689819
653,11.465160721187106,100.97943440480852,1.905146001391876,60.61046392887726
654,10.40181036835794,103.88011412932693,1.981247944113111,58.62574500882919
655,11.71703257412386,102.21182592338197,1.937921742943696,57.20010810763226
657,11.936841113183322,102.26566482286884,1.919362263947321,60.34917036241188
662,11.553126650565224,103.53692652612276,1.9519256968881056,60.63930479617786
664,12.55473267829016,101.55205712003752,1.903381012289706,60.24206950639707
665,11.34948132374781,101.60379887152224,1.9160287501516815,60.79018752620533
668,11.41185832580555,102.0998079198129,1.9249689535400003,59.63106144288871
672,11.85141520941436,99.99294341206728,1.8788172944019044,58.39330519363181
673,11.889488791883108,101.64987155877763,1.9193556334549615,60.49090089774769
675,11.75709332196634,102.77216425209922,1.938450064126497,59.433605212567954
676,11.97759241308161,100.87500947281762,1.896257207696309,58.70852478949711
677,11.538965887217376,101.92991381740369,1.9275915994567328,59.08852082192217
678,10.866568596893462,102.85533832697637,1.951529055234664,58.61486249900544
681,10.64111319785329,102.41820499895312,1.9391999172530607,56.92088197851468
682,11.744231467106964,100.97225722625136,1.8983451982380064,58.70901546752545
683,11.476764824081071,100.08517045138171,1.8842211648759863,58.58783231900425
684,11.370086118346618,103.31759991632754,1.9531093370522217,59.24814340569208
691,12.23413167481569,102.72119222975826,1.932599705763369,59.541425368266935
693,11.25576074557309,103.27271956077496,1.9530806739883275,58.710097812913766
694,10.915658390867074,105.14209011132962,1.9983467864203452,60.45076337278738
696,11.424189692031897,104.97248662091116,1.991986572970359,58.665556751003
700,10.27871092373206,103.35702187893028,1.9634678859097068,63.5333857971258
701,11.99017626774392,102.56542613135468,1.932362689849216,61.11147107680228
704,11.37590989704008,103.64836059152084,1.9567473092640597,60.04058147988177
705,10.320960418628651,103.28701144256932,1.9617478828272117,59.93521825153725
706,11.181365216841648,103.04800334874206,1.950042833192785,58.8661337696448
708,11.684204622412318,104.96582413422036,1.989951687495813,61.583516631905695
709,11.75250403257239,104.32448614040602,1.962519019377995,59.076310542286535
710,11.188481305514268,104.67616933252118,1.9869276486304388,59.89516397701571
711,11.70118042059866,104.51509778725884,1.980728670239507,56.26448109101441
712,10.962164107192676,103.7710800379985,1.9590362506701808,59.48603398064116
713,11.068655751227585,103.79314051125168,1.9667516264467144,60.00057335317542
715,11.134490668437596,105.27196855248104,1.9884149614226596,62.20726004624475
718,11.17679519645346,104.31335754460736,1.9731115557571093,61.0502570122153
721,10.447605514328888,104.88765284387496,1.9921901879474488,60.170886127228286
722,10.615379303768917,103.64423959046792,1.9607010336563997,62.94511051229958
724,11.527816717173955,102.6812747503342,1.936368985588872,58.58400733962253
725,11.156314027918356,104.29545518384867,1.9782284664222411,61.51259309046212
730,11.206420229597803,103.8283226902932,1.966362979429428,62.42551996007329
732,11.411686335385731,106.18186833111758,2.0069774772651963,56.55927797414706
733,10.26385740253049,103.26336310383218,1.9667554807418115,58.96486806001101
734,12.189774489730706,104.59411115052129,1.9715397311108267,59.38566480998124
735,11.712720191676214,105.9217513309881,2.0075285890373182,58.3481133333164
736,11.525026564382085,102.4886990921373,1.9333806634760828,61.336393090082105
737,11.2363266012359,105.35151139238386,1.9924480533673932,56.651317113912846
738,10.181700205806166,106.16966822939476,2.0157900820175607,57.398909196324446
740,11.283606108393734,102.80852005256492,1.945388453874236,61.07639824691893
742,10.880282627655475,105.71834480676922,2.000225715249485,61.61841947514959
743,10.875666790976918,104.42897260888344,1.9829246819918325,60.29233665724389
